Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,dmbzid_c + nicrnt_c  -> h_c + 5prdmbz_c + nac_c ,2.4.2.21,36986.04,1.6
H2Otex_f,H2O transport via diffusion (extracellular to periplasm),h2o_e  -> h2o_p ,,37021.28,100000000
H2Otex_b,H2O transport via diffusion (extracellular to periplasm),h2o_p  -> h2o_e ,,37021.28,100000000
IDOND_f,L-idonate 5-dehydrogenase,h_c + 5dglcn_c + nadh_c  -> nad_c + idon__L_c ,1.1.1.264,37145.48,213.4339433
IDOND2,L-indonate 5-dehydrogenase (NADP),h_c + 5dglcn_c + nadph_c  -> idon__L_c + nadp_c ,1.1.1.264,37145.48,7.3275
IDOND_b,L-idonate 5-dehydrogenase,nad_c + idon__L_c  -> h_c + 5dglcn_c + nadh_c ,1.1.1.264,37145.48,76.08846667
UDPG4E_f,UDPglucose 4-epimerase,udpg_c  -> udpgal_c ,5.1.3.2,37263.93,0.52
UDPG4E_b,UDPglucose 4-epimerase,udpgal_c  -> udpg_c ,5.1.3.2,37263.93,20.15
LYXt2pp,L-Lyxose transport via proton symport (periplasm),h_p + lyx__L_p  -> h_c + lyx__L_c ,,37318.88,22
RMNtpp,L-rhamnose transport via proton symport (periplasm),h_p + rmn_p  -> h_c + rmn_c ,,37318.88,22
GMPR,GMP reductase,2 h_c + gmp_c + nadph_c  -> imp_c + nh4_c + nadp_c ,1.7.1.7,37382.49,0.28
GLTPD_f,Galactitol-1-phosphate dehydrogenase,nad_c + galt1p_c  -> h_c + tag6p__D_c + nadh_c ,1.1.1.251,37389.06,76.08846667
GLTPD_b,Galactitol-1-phosphate dehydrogenase,h_c + tag6p__D_c + nadh_c  -> nad_c + galt1p_c ,1.1.1.251,37389.06,213.4339433
EDTXS2,Endotoxin Synthesis (myristoyl transferase),kdo2lipid4L_c + myrsACP_c  -> lipa_c + ACP_c ,2.3.1.243,37409.22,46.80901367
EDTXS4,Endotoxin Synthesis (myristoyl transferase),kdo2lipid4p_c + myrsACP_c  -> lipa_cold_c + ACP_c ,2.3.1.243,37409.22,46.80901367
FEROpp,Ferroxidase,4 fe2_p + 4 h_p + o2_p  -> 2 h2o_p + 4 fe3_p ,1.16.3.1,37524.51,3.91
AI2tpp,Quorum signal AI-2 exporter,mththf_c  -> mththf_p ,,37542,22
AGM4PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase",anhgm4p_c + h2o_c  -> acgam_c + anhm4p_c ,3.2.1.52,37593.57,185.2
AGM3PH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",anhgm3p_c + h2o_c  -> anhm3p_c + acgam_c ,3.2.1.52,37593.57,185.2
AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",h2o_c + anhgm_c  -> acgam_c + anhm_c ,3.2.1.52,37593.57,185.2
CURR,NADPH-dependent curcumin reductase,h_c + cur_c + nadph_c  -> nadp_c + dhcur_c ,1.3.1.n3,37608.55,9.5
DHCURR,NADPH-dependent dihydrocurcumin reductase,h_c + nadph_c + dhcur_c  -> nadp_c + thcur_c ,1.3.1.n3,37608.55,9.5
O16GALFT,Galactofuranosyltransferase (LPS O16 antigen biosynthesis),udpgalfur_c + garagund_c  -> h_c + udp_c + gfgaragund_c ,2.4.1.-,37755.95,3.236666667
PTHRpp,Phospho-L-threonine phosphatase (periplasmic),h2o_p + thrp_p  -> thr__L_p + pi_p ,"3.1.3.1, 3.1.3.2",37769.895,67
R5PPpp,Ribose 5-phosphate phosphatase,h2o_p + r5p_p  -> rib__D_p + pi_p ,"3.1.3.1, 3.1.3.2",37769.895,67
PSP_Lpp,Phospho-L-serine phosphatase (periplasmic),h2o_p + pser__L_p  -> ser__L_p + pi_p ,"3.1.3.1, 3.1.3.2",37769.895,37.55
G2PPpp,Glycerol 2-phosphate phosphatase (periplasmic),h2o_p + glyc2p_p  -> glyc_p + pi_p ,3.1.3.2,37769.895,1831
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,uagmda_c + uacgam_c  -> h_c + uaagmda_c + udp_c ,2.4.1.227,37813.75,0.64
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + uaccg_c + nadph_c  -> uamr_c + nadp_c ,1.3.1.98,37849.98,9.5
OCTNLL,Octanoate non-lipoylated apo domain ligase,h_c + octa_c + atp_c  -> octapb_c + ppi_c + amp_c ,6.3.1.20,37924.7,0.133
LIPATPT,Lipoate-ATP adenylate transferase,atp_c + lipoate_c  -> ppi_c + lipoamp_c ,6.3.1.20,37924.7,0.176
LIPAMPL,Lipoyl-adenylate protein ligase,lipoamp_c  -> lipopb_c + amp_c ,6.3.1.20,37924.7,0.133
URDGLYCD,Ureidoglycolate dehydrogenase,nad_c + urdglyc_c  -> h_c + oxur_c + nadh_c ,1.1.1.350,37966.01,59.725
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",h_c + nadph_c + lald__D_c  -> 12ppd__R_c + nadp_c ,1.1.1.2,37977.27,38.1
LCARSyi,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadph_c  -> nadp_c + 12ppd__S_c ,1.1.1.2,37977.27,38.1
GALM2pp,Aldose-1-epimerase,gal_bD_p  -> gal_p ,5.1.3.3,38189.19,12000
QULNS,Quinolinate synthase,dhap_c + iasp_c  -> quln_c + pi_c + 2 h2o_c ,2.5.1.72,38239.71,16.08025
AST,Arginine succinyltransferase,arg__L_c + succoa_c  -> h_c + sucarg_c + coa_c ,2.3.1.109,38454.67,0.37325
DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,pep_c + e4p_c + h2o_c  -> pi_c + 2dda7p_c ,2.5.1.54,38515.04667,122
FCLT,Ferrochelatase,ppp9_c + fe2_c  -> 2 h_c + pheme_c ,4.99.1.1,38562.42667,0.013
FRULYSDG_f,Fructoselysine phosphate deglycase,frulysp_c + h2o_c  -> lys__L_c + g6p_c ,3.5.-.-,38568.09,105.2504048
FRULYSDG_b,Fructoselysine phosphate deglycase,lys__L_c + g6p_c  -> frulysp_c + h2o_c ,3.5.-.-,38568.09,0.254816667
FBA_f,Fructose-bisphosphate aldolase,fdp_c  -> dhap_c + g3p_c ,4.1.2.13,38627.07,10.8
FBA_b,Fructose-bisphosphate aldolase,dhap_c + g3p_c  -> fdp_c ,4.1.2.13,38627.07,2.6
BTS5,Biotin synthase,amet_c + 2fe2s_c + dtbt_c  -> h_c + met__L_c + dad_5_c + 2fe1s_c + btn_c ,2.8.1.6,38646.95,13.9
GLYCDx,Glycerol dehydrogenase,nad_c + glyc_c  -> h_c + dha_c + nadh_c ,1.1.1.6,38711.21,2.71
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c  -> nad_c + lald__D_c ,1.1.1.6,38711.21,3.3
ALR4x,Aldose reductase (acetol),h_c + acetol_c + nadh_c  -> nad_c + 12ppd__R_c ,1.1.1.6,38711.21,3.3
APPLDHr_f,Aminopropanol dehydrogenase reversible,h_c + aact_c + nadh_c  -> nad_c + appl_c ,1.1.1.6,38711.21,3.3
APPLDHr_b,Aminopropanol dehydrogenase reversible,nad_c + appl_c  -> h_c + aact_c + nadh_c ,1.1.1.6,38711.21,3.3
HEPT3,Heptosyltransferase III (LPS core synthesis),adphep_LD_c + phhlipa_c  -> h_c + hphhlipa_c + adp_c ,2.-.-.-,38729.56,79.47949376
GLYCK,Glycerate kinase,atp_c + glyc__R_c  -> h_c + 3pg_c + adp_c ,2.7.1.31,38733.52,350
LYSAM_f,"Lysine 2,3-aminomutase",lys__L_c  -> 36dahx_c ,5.4.3.-,38748.52,0.083
LYSAM_b,"Lysine 2,3-aminomutase",36dahx_c  -> lys__L_c ,5.4.3.-,38748.52,0.083
THRD,L-threonine dehydrogenase,thr__L_c + nad_c  -> h_c + 2aobut_c + nadh_c ,1.1.1.103,38794.085,135
LEUTAi,Leucine transaminase (irreversible),4mop_c + glu__L_c  -> akg_c + leu__L_c ,2.6.1.42,38814.565,15.655
DHORTS_f,Dihydroorotase,dhor__S_c + h2o_c  -> h_c + cbasp_c ,3.5.2.3,38826.19,1.71
DHORTS_b,Dihydroorotase,h_c + cbasp_c  -> dhor__S_c + h2o_c ,3.5.2.3,38826.19,181.1
DHQS,3-dehydroquinate synthase,2dda7p_c  -> pi_c + 3dhq_c ,4.2.3.4,38879.9,16
LPLIPAL2E140,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",2agpe140_c + h2o_c  -> h_c + ttdca_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2E180,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",h2o_c + 2agpe180_c  -> h_c + ocdca_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2G161,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",h2o_c + 2agpg161_c  -> h_c + hdcea_c + g3pg_c ,3.1.1.5,38977.05,1016
LPLIPAL2G181,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",2agpg181_c + h2o_c  -> h_c + g3pg_c + ocdcea_c ,3.1.1.5,38977.05,1016
LPLIPAL2E141,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",h2o_c + 2agpe141_c  -> h_c + g3pe_c + ttdcea_c ,3.1.1.5,38977.05,1016
LPLIPAL2E161,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",h2o_c + 2agpe161_c  -> h_c + hdcea_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2E181,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",h2o_c + 2agpe181_c  -> h_c + ocdcea_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2G180,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",2agpg180_c + h2o_c  -> h_c + g3pg_c + ocdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2G141,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",h2o_c + 2agpg141_c  -> h_c + g3pg_c + ttdcea_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",2agpg120_c + pg120_c  -> g3pg_c + apg120_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",2agpg140_c + pg140_c  -> g3pg_c + apg140_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",2agpg141_c + pg141_c  -> apg141_c + g3pg_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",2agpg160_c + pg160_c  -> g3pg_c + apg160_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",2agpg180_c + pg180_c  -> g3pg_c + apg180_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",pg161_c + 2agpg161_c  -> g3pg_c + apg161_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATG181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",2agpg181_c + pg181_c  -> g3pg_c + apg181_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE120,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)",2agpe120_c + pg120_c  -> apg120_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE140,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)",2agpe140_c + pg140_c  -> apg140_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE160,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)",2agpe160_c + pg160_c  -> apg160_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE180,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",pg180_c + 2agpe180_c  -> g3pe_c + apg180_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE141,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",pg141_c + 2agpe141_c  -> apg141_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE161,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",pg161_c + 2agpe161_c  -> apg161_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2ATE181,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",2agpe181_c + pg181_c  -> apg181_c + g3pe_c ,3.1.1.5,38977.05,1016
LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2tdec7eg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ttdcea_c ,3.1.1.5,38977.05,1016
LPLIPAL2E160,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",2agpe160_c + h2o_c  -> h_c + g3pe_c + hdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2G140,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",2agpg140_c + h2o_c  -> h_c + g3pg_c + ttdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2G160,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",2agpg160_c + h2o_c  -> h_c + g3pg_c + hdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2G120,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",2agpg120_c + h2o_c  -> h_c + g3pg_c + ddca_c ,3.1.1.5,38977.05,1016
LPLIPAL2E120,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",2agpe120_c + h2o_c  -> h_c + g3pe_c + ddca_c ,3.1.1.5,38977.05,1016
LPLIPAL2A140,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",2tdecg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ttdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2A160,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",2hdecg3p_c + h2o_c  -> 2 h_c + glyc3p_c + hdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2A161,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",h2o_c + 2hdec9eg3p_c  -> 2 h_c + hdcea_c + glyc3p_c ,3.1.1.5,38977.05,1016
LPLIPAL2A180,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",2odecg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ocdca_c ,3.1.1.5,38977.05,1016
LPLIPAL2A181,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",2odec11eg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ocdcea_c ,3.1.1.5,38977.05,1016
LPLIPAL2A120,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",2ddecg3p_c + h2o_c  -> 2 h_c + glyc3p_c + ddca_c ,3.1.1.5,38977.05,1016
ALAR_f,Alanine racemase,ala__L_c  -> ala__D_c ,5.1.1.1,38997.67,27.6
ALAR_b,Alanine racemase,ala__D_c  -> ala__L_c ,5.1.1.1,38997.67,2
AGM4PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm),h2o_p + anhgm4p_p  -> LalaDgluMdapDala_p + anhgm_p ,3.5.1.28,39024.86,25
AGM3PApp,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),h2o_p + anhgm3p_p  -> LalaDgluMdap_p + anhgm_p ,3.5.1.28,39024.86,25
GLCTR3,Glucosyltransferase III (LPS core synthesis),ggagicolipa_c + udpg_c  -> h_c + gggagicolipa_c + udp_c ,2.4.1.58,39039.22,4.357545811
HEPT2,Heptosyltransferase II (LPS core synthesis),adphep_LD_c + hlipa_c  -> h_c + adp_c + hhlipa_c ,2.-.-.-,39041.04,79.47949376
GLU5K,Glutamate 5-kinase,atp_c + glu__L_c  -> adp_c + glu5p_c ,2.7.2.11,39055.43,908
GLYCK2,Glycerate kinase,atp_c + glyc__R_c  -> 2pg_c + h_c + adp_c ,2.7.1.165,39103.23,62.68985714
NO2t2rpp_f,"Nitrite transport in via proton symport, reversible (periplasm)",h_p + no2_p  -> h_c + no2_c ,,39126.91,22
NO2t2rpp_b,"Nitrite transport in via proton symport, reversible (periplasm)",h_c + no2_c  -> h_p + no2_p ,,39126.91,22
CHORS,Chorismate synthase,3psme_c  -> pi_c + chor_c ,4.2.3.5,39136.21,29
FBA3_f,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",s17bp_c  -> dhap_c + e4p_c ,4.1.2.13,39146.07,0.003
FBA3_b,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",dhap_c + e4p_c  -> s17bp_c ,4.1.2.13,39146.07,0.002
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",nadp_c + h2o_c + acald_c  -> 2 h_c + ac_c + nadph_c ,1.1.1.2,39159.534,53.5
CA2t3pp,Calcium (Ca+2) transport out via proton antiport (periplasm),h_p + ca2_c  -> h_c + ca2_p ,,39167.49,22
NTP5,Nucleoside-triphosphatase (CTP),ctp_c + h2o_c  -> h_c + pi_c + cdp_c ,3.6.1.-,39192.05,449.17
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),4 h_c + uppg3_c  -> cpppg3_c + 4 co2_c ,4.1.1.37,39246.95,0.317
FALDH2_f,Formaldehyde dehydrogenase,nad_c + hmgth_c  -> h_c + Sfglutth_c + nadh_c ,"1.1.1.1, 1.1.1.284",39357.79,11.75
FALDH2_b,Formaldehyde dehydrogenase,h_c + Sfglutth_c + nadh_c  -> nad_c + hmgth_c ,"1.1.1.1, 1.1.1.284",39357.79,93.75
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c  -> akg_c + hisp_c ,2.6.1.9,39359.02,426
GLCTR2,Glucosyltransferase II (LPS core synthesis),udpg_c + gagicolipa_c  -> h_c + ggagicolipa_c + udp_c ,2.4.1.44,39422.05,4.357545811
AIRC2,Phosphoribosylaminoimidazole carboxylase,air_c + atp_c + hco3_c  -> h_c + adp_c + pi_c + 5caiz_c ,6.3.4.18,39460.01,5.9
ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",atp_c + h2o_c + anhm_c  -> h_c + acmum6p_c + adp_c ,2.7.1.170,39495.19,7000
UGLT_f,UDPglucose--hexose-1-phosphate uridylyltransferase,gal1p_c + udpg_c  -> udpgal_c + g1p_c ,2.7.7.12,39644.42,628.8
UGLT_b,UDPglucose--hexose-1-phosphate uridylyltransferase,udpgal_c + g1p_c  -> gal1p_c + udpg_c ,2.7.7.12,39644.42,283
OHPBAT_f,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,ohpb_c + glu__L_c  -> akg_c + phthr_c ,2.6.1.52,39782.09,2.49
PSERT,Phosphoserine transaminase,glu__L_c + 3php_c  -> akg_c + pser__L_c ,2.6.1.52,39782.09,1.54
OHPBAT_b,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,akg_c + phthr_c  -> ohpb_c + glu__L_c ,2.6.1.52,39782.09,0.115
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",ugmda_c + udcpp_c  -> ump_c + uagmda_c ,2.7.8.13,39873.72,5.315
IPMD,3-isopropylmalate dehydrogenase,nad_c + 3c2hmp_c  -> h_c + 3c4mop_c + nadh_c ,1.1.1.85,39914.765,69
GLUtex_f,L-glutamate transport via diffusion (extracellular to periplasm),glu__L_e  -> glu__L_p ,,39959.4825,100000000
GLYtex_f,Glycine transport via diffusion (extracellular to periplasm),gly_e  -> gly_p ,,39959.4825,100000000
GLYALDtex_f,Glyceraldehyde transport via diffusion (extracellular to periplasm),glyald_e  -> glyald_p ,,39959.4825,100000000
GLYBtex_f,Glycine betaine transport via diffusion (extracellular to periplasm),glyb_e  -> glyb_p ,,39959.4825,100000000
GLYCtex_f,Glycerol transport via diffusion (extracellular to periplasm),glyc_e  -> glyc_p ,,39959.4825,100000000
GLYC3Ptex_f,Glycerol-3-phosphate transport via diffusion (extracellular to periplasm),glyc3p_e  -> glyc3p_p ,,39959.4825,100000000
GLYCLTtex_f,Glycolate transport via diffusion (extracellular to periplasm),glyclt_e  -> glyclt_p ,,39959.4825,100000000
GTPtex_f,GTP transport via diffusion (extracellular to periplasm),gtp_e  -> gtp_p ,,39959.4825,100000000
Htex_f,Proton transport via diffusion (extracellular to periplasm),h_e  -> h_p ,,39959.4825,100000000
H2tex_f,Hydrogen transport via diffusion (extracellular to periplasm),h2_e  -> h2_p ,,39959.4825,100000000
DAPtex_f,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",15dap_e  -> 15dap_p ,,39959.4825,100000000
12PPDStex_f,"(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)",12ppd__S_e  -> 12ppd__S_p ,,39959.4825,100000000
DDGLCNtex_f,2-dehydro-3-deoxy-D-gluconate transport via diffusion (extracellular to periplasm),2ddglcn_e  -> 2ddglcn_p ,,39959.4825,100000000
26DAHtex_f,"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)",26dap__M_e  -> 26dap__M_p ,,39959.4825,100000000
HCINNMtex_f,3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm),3hcinnm_e  -> 3hcinnm_p ,,39959.4825,100000000
HPPPNtex_f,3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm),3hpppn_e  -> 3hpppn_p ,,39959.4825,100000000
ACtex_f,Acetate transport via diffusion (extracellular to periplasm),ac_e  -> ac_p ,,39959.4825,100000000
ACALDtex_f,Acetaldehyde transport via diffusion (extracellular to periplasm),acald_e  -> acald_p ,,39959.4825,100000000
ACMANAtex_f,N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm),acmana_e  -> acmana_p ,,39959.4825,100000000
ACMUMtex,N-acetylmuramate transport via diffusion (extracellular to periplasm),acmum_e  -> acmum_p ,,39959.4825,100000000
GALtex_f,D-galactose transport via diffusion (extracellular to periplasm),gal_e  -> gal_p ,,39959.4825,100000000
GALCTtex_f,D-galactarte transport via diffusion (extracellular to periplasm),galct__D_e  -> galct__D_p ,,39959.4825,100000000
GALCTNtex_f,D-galactonate transport via diffusion (extracellular to periplasm),galctn__D_e  -> galctn__D_p ,,39959.4825,100000000
GALTtex_f,Galactitol transport via diffusion (extracellular to periplasm),galt_e  -> galt_p ,,39959.4825,100000000
GALURtex_f,D-galacturonate transport via diffusion (extracellular to periplasm),galur_e  -> galur_p ,,39959.4825,100000000
GAMtex_f,D-glucosamine transport via diffusion (extracellular to periplasm),gam_e  -> gam_p ,,39959.4825,100000000
GBBTNtex_f,Gamma-butyrobetaine transport via diffusion (extracellular to periplasm),gbbtn_e  -> gbbtn_p ,,39959.4825,100000000
HIStex_f,L-histidine transport via diffusion (extracellular to periplasm),his__L_e  -> his__L_p ,,39959.4825,100000000
HXAtex_f,Hexanoate transport via diffusion (extracellular to periplasm),hxa_e  -> hxa_p ,,39959.4825,100000000
HYXNtex_f,Hypoxanthine transport via diffusion (extracellular to periplasm),hxan_e  -> hxan_p ,,39959.4825,100000000
IDONtex_f,L-idonate transport via diffusion (extracellular to periplasm),idon__L_e  -> idon__L_p ,,39959.4825,100000000
ILEtex_f,L-isoleucine transport via diffusion (extracellular to periplasm),ile__L_e  -> ile__L_p ,,39959.4825,100000000
INSTtex_f,Inositol transport via diffusion (extracellular to periplasm),inost_e  -> inost_p ,,39959.4825,100000000
Ktex_f,Potassium transport via diffusion (extracellular to periplasm),k_e  -> k_p ,,39959.4825,100000000
D_LACtex_f,D-lactate transport via diffusion (extracellular to periplasm),lac__D_e  -> lac__D_p ,,39959.4825,100000000
FRULYStex_f,Fructoselysine transporter via diffusion (extracellular),frulys_e  -> frulys_p ,,39959.4825,100000000
ASPtex_f,L-aspartate transport via diffusion (extracellular to periplasm),asp__L_e  -> asp__L_p ,,39959.4825,100000000
INDOLEtex_f,Indole transport via diffusion (extracellular to periplasm),indole_e  -> indole_p ,,39959.4825,100000000
L_LACtex_f,L-lactate transport via diffusion (extracellular to periplasm),lac__L_e  -> lac__L_p ,,39959.4825,100000000
GLCRtex_f,D-glucarate transport via diffusion (extracellular to periplasm),glcr_e  -> glcr_p ,,39959.4825,100000000
GLCNtex_f,D-gluconate transport via diffusion (extracellular to periplasm),glcn_e  -> glcn_p ,,39959.4825,100000000
GLCURtex_f,D-glucuronat transport via diffusion (extracellular to periplasm),glcur_e  -> glcur_p ,,39959.4825,100000000
GLNtex_f,L-glutamine transport via diffusion (extracellular to periplasm),gln__L_e  -> gln__L_p ,,39959.4825,100000000
O2tex_f,Oxygen transport via diffusion (extracellular to periplasm),o2_e  -> o2_p ,,39959.4825,100000000
OCTAtex_f,Octanoate transport via diffusion (extracellular to periplasm),octa_e  -> octa_p ,,39959.4825,100000000
ORNtex_f,Ornithine transport via diffusion (extracellular to periplasm),orn_e  -> orn_p ,,39959.4825,100000000
RMNtex_f,L-rhamnose transport via diffusion (extracellular to periplasm),rmn_e  -> rmn_p ,,39959.4825,100000000
PHEtex_f,L-phenylalanine transport via diffusion (extracellular to periplasm),phe__L_e  -> phe__L_p ,,39959.4825,100000000
PItex_f,Phosphate transport via diffusion (extracellular to periplasm),pi_e  -> pi_p ,,39959.4825,100000000
PNTOtex_f,Pantothenate transport via diffusion (extracellular to periplasm),pnto__R_e  -> pnto__R_p ,,39959.4825,100000000
PPPNtex_f,3-phenylpropionate transport via diffusion (extracellular to periplasm),pppn_e  -> pppn_p ,,39959.4825,100000000
PPTtex_f,Phosphonate transport via diffusion (extracellular to periplasm),ppt_e  -> ppt_p ,,39959.4825,100000000
PTRCtex_f,Putrescine transport via diffusion (extracellular to periplasm),ptrc_e  -> ptrc_p ,,39959.4825,100000000
PYRtex_f,Pyruvate transport via diffusion (extracellular to periplasm),pyr_e  -> pyr_p ,,39959.4825,100000000
DSERtex_f,D-serine transport via diffusion (extracellular to periplasm),ser__D_e  -> ser__D_p ,,39959.4825,100000000
SERtex_f,L-serine transport via diffusion (extracellular to periplasm),ser__L_e  -> ser__L_p ,,39959.4825,100000000
SO4tex_f,Sulfate transport via diffusion (extracellular to periplasm),so4_e  -> so4_p ,,39959.4825,100000000
SPMDtex_f,Spermidine transport via diffusion (extracellular to periplasm),spmd_e  -> spmd_p ,,39959.4825,100000000
SUCCtex_f,Succinate transport via diffusion (extracellular to periplasm),succ_e  -> succ_p ,,39959.4825,100000000
SUCRtex_f,Sucrose transport transport via diffusion (extracellular to periplasm),sucr_e  -> sucr_p ,,39959.4825,100000000
